year,age,males[M],females[M],birth_rate[/y],birth_ratio,male_deathrate[/y],female_deathrate[/y],births[M/y],male_births[M/y],female_births[M/y],male_deaths[M/y],female_deaths[M/y],immigrants[M/y],male_change[pu],female_change[pu]
2038,32.0,2.415135,2.3525349999999996,0.0759150879375283,0.97,0.002648,0.001276,0.178593,0.088,0.091,0.006395,0.003002,0.037037,1.412,1.425
2038,33.0,2.431495,2.368004,0.06747800680772933,0.97,0.002738,0.001346,0.159788,0.079,0.081,0.006657,0.003187,0.037037,1.401,1.414
2038,34.0,2.460801,2.397287,0.05904092567793036,0.97,0.002826,0.001418,0.141538,0.07,0.072,0.006954,0.003399,0.037037,1.418,1.429
2038,35.0,2.452137,2.3925859999999997,0.05060384454813139,0.97,0.002912,0.001493,0.121074,0.06,0.061,0.007141,0.003572,0.037037,1.389,1.378
2038,36.0,2.4957879999999997,2.476631,0.0427927499005759,0.97,0.00305,0.001598,0.105982,0.052,0.054,0.007612,0.003958,0.037037,1.339,1.334
2038,37.0,2.6213859999999998,2.6211499999999996,0.03498165525302043,0.97,0.003185,0.001707,0.091692,0.045,0.047,0.008349,0.004474,0.037037,1.406,1.416
2038,38.0,2.5853539999999997,2.5712599999999997,0.027171541775499804,0.97,0.003316,0.001818,0.069865,0.034,0.035,0.008573,0.004675,0.037037,1.424,1.429
2038,39.0,2.5281239999999996,2.5125249999999997,0.019360447127944318,0.97,0.003442,0.001932,0.048644,0.024,0.025,0.008702,0.004854,0.037037,1.446,1.453
2038,40.0,2.4494819999999997,2.430509,0.01154935248038884,0.97,0.003566,0.002049,0.028071,0.014,0.014,0.008735,0.00498,0.037037,1.44,1.446
2038,41.0,2.406039,2.386707,0.009416288824593637,0.97,0.003822,0.002197,0.022474,0.011,0.011,0.009196,0.005244,0.037037,1.418,1.419
2038,42.0,2.4112289999999996,2.3992769999999997,0.00728224399876357,0.97,0.004079,0.002344,0.017472,0.009,0.009,0.009835,0.005624,0.037037,1.419,1.415
2038,43.0,2.412203,2.4147309999999997,0.005148199172933502,0.97,0.004334,0.002491,0.012432,0.006,0.006,0.010454,0.006015,0.037037,1.416,1.409
2038,44.0,2.417906,2.436034,0.0030151355171382987,0.97,0.00459,0.002638,0.007345,0.004,0.004,0.011098,0.006426,0.037037,1.402,1.393
2038,45.0,2.427184,2.459506,0.00088109069130823,0.97,0.004843,0.002783,0.002167,0.001,0.001,0.011755,0.006845,0.0,1.404,1.392
2038,46.0,2.429207,2.477553,0.0007044800850326386,0.776,0.005279,0.003034,0.001745,0.001,0.001,0.012824,0.007517,0.0,1.389,1.38
2038,47.0,2.455913,2.511586,0.0005288506487919109,0.582,0.005716,0.003285,0.001328,0.0,0.001,0.014038,0.008251,0.0,1.418,1.406
2038,48.0,2.42296,2.489315,0.0003522400425163193,0.388,0.006149,0.003534,0.000877,0.0,0.001,0.014899,0.008797,0.0,1.456,1.44
2038,49.0,2.336555,2.414411,0.00017661060627559183,0.194,0.00658,0.003782,0.000426,0.0,0.0,0.015375,0.009131,0.0,1.453,1.438
2038,50.0,2.280518,2.365361,0.0,0.0,0.007013,0.00403,0.0,0.0,0.0,0.015993,0.009532,0.0,1.46,1.444
2038,51.0,2.231777,2.321158,0.0,0.0,0.007732,0.004444,0.0,0.0,0.0,0.017256,0.010315,0.0,1.439,1.425
2038,52.0,2.228088,2.320883,0.0,0.0,0.00845,0.004856,0.0,0.0,0.0,0.018827,0.01127,0.0,1.475,1.456
2038,53.0,2.170288,2.269329,0.0,0.0,0.009169,0.005269,0.0,0.0,0.0,0.019899,0.011957,0.0,1.494,1.47
2038,54.0,2.10299,2.21181,0.0,0.0,0.009887,0.005682,0.0,0.0,0.0,0.020792,0.012568,0.0,1.468,1.439
2038,55.0,2.092747,2.219257,0.0,0.0,0.01061,0.006098,0.0,0.0,0.0,0.022204,0.013533,0.0,1.509,1.479
2038,56.0,2.027762,2.163782,0.0,0.0,0.011634,0.006694,0.0,0.0,0.0,0.023591,0.014484,0.0,1.492,1.465
2038,57.0,2.005351,2.144414,0.0,0.0,0.012655,0.00729,0.0,0.0,0.0,0.025378,0.015633,0.0,1.53,1.497
2038,58.0,1.938963,2.084719,0.0,0.0,0.013678,0.007888,0.0,0.0,0.0,0.026521,0.016444,0.0,1.598,1.556
2038,59.0,1.814191,1.966561,0.0,0.0,0.014704,0.00849,0.0,0.0,0.0,0.026676,0.016696,0.0,1.583,1.535
2038,60.0,1.751902,1.916676,0.0,0.0,0.01573,0.009093,0.0,0.0,0.0,0.027557,0.017428,0.0,1.617,1.568
2038,61.0,1.675,1.842637,0.0,0.0,0.016897,0.009881,0.0,0.0,0.0,0.028302,0.018207,0.0,1.63,1.576
2038,62.0,1.613822,1.786104,0.0,0.0,0.018051,0.010681,0.0,0.0,0.0,0.029131,0.019077,0.0,1.6,1.549
2038,63.0,1.603893,1.779302,0.0,0.0,0.019196,0.011495,0.0,0.0,0.0,0.030788,0.020453,0.0,1.655,1.589
2038,64.0,1.543028,1.728555,0.0,0.0,0.020326,0.012319,0.0,0.0,0.0,0.031364,0.021294,0.0,1.596,1.524
2038,65.0,1.561068,1.768469,0.0,0.0,0.021444,0.013156,0.0,0.0,0.0,0.033476,0.023266,0.0,1.562,1.496
2038,66.0,1.604647,1.825893,0.0,0.0,0.023427,0.014569,0.0,0.0,0.0,0.037592,0.026601,0.0,1.514,1.452
2038,67.0,1.679633,1.917515,0.0,0.0,0.025372,0.015997,0.0,0.0,0.0,0.042616,0.030674,0.0,1.626,1.556
2038,68.0,1.606626,1.84503,0.0,0.0,0.027291,0.01745,0.0,0.0,0.0,0.043846,0.032196,0.0,1.67,1.584
2038,69.0,1.518225,1.765041,0.0,0.0,0.029197,0.018935,0.0,0.0,0.0,0.044328,0.033421,0.0,1.687,1.594
2038,70.0,1.448772,1.701295,0.0,0.0,0.031068,0.020439,0.0,0.0,0.0,0.04501,0.034773,0.0,1.66,1.561
2038,71.0,1.428909,1.69566,0.0,0.0,0.034737,0.023189,0.0,0.0,0.0,0.049636,0.039321,0.0,1.641,1.537
2038,72.0,1.428622,1.712743,0.0,0.0,0.038336,0.025973,0.0,0.0,0.0,0.054768,0.044485,0.0,1.614,1.502
2038,73.0,1.446928,1.758677,0.0,0.0,0.041897,0.028815,0.0,0.0,0.0,0.060622,0.050676,0.0,1.653,1.534
2038,74.0,1.418145,1.746617,0.0,0.0,0.045452,0.03174,0.0,0.0,0.0,0.064458,0.055438,0.0,1.689,1.561
2038,75.0,1.366999,1.703513,0.0,0.0,0.048947,0.034714,0.0,0.0,0.0,0.066911,0.059136,0.0,1.717,1.577
2038,76.0,1.311438,1.655174,0.0,0.0,0.055164,0.039573,0.0,0.0,0.0,0.072344,0.0655,0.0,1.727,1.573
2038,77.0,1.264624,1.621164,0.0,0.0,0.061337,0.044512,0.0,0.0,0.0,0.077568,0.072161,0.0,1.796,1.624
2038,78.0,1.183462,1.541786,0.0,0.0,0.067467,0.049535,0.0,0.0,0.0,0.079845,0.076372,0.0,1.856,1.659
2038,79.0,1.096831,1.455864,0.0,0.0,0.073544,0.054639,0.0,0.0,0.0,0.080665,0.079547,0.0,1.891,1.671
2038,80.0,1.027555,1.38957,0.0,0.0,0.079561,0.05982,0.0,0.0,0.0,0.081753,0.083124,0.0,2.003,1.746
2038,81.0,0.931895,1.286527,0.0,0.0,0.090996,0.069251,0.0,0.0,0.0,0.084799,0.089093,0.0,2.093,1.799
2038,82.0,0.838932,1.182679,0.0,0.0,0.102362,0.078861,0.0,0.0,0.0,0.085875,0.093267,0.0,2.206,1.862
2038,83.0,0.748409,1.079895,0.0,0.0,0.113627,0.088633,0.0,0.0,0.0,0.085039,0.095714,0.0,2.411,1.983
2038,84.0,0.642786,0.956122,0.0,0.0,0.124745,0.098535,0.0,0.0,0.0,0.080184,0.094211,0.0,2.584,2.077
2038,85.0,0.556367,0.849174,0.0,0.0,0.135741,0.108593,0.0,0.0,0.0,0.075522,0.092214,0.0,2.852,2.23
2038,86.0,0.471705,0.739248,0.0,0.0,0.141294,0.114687,0.0,0.0,0.0,0.066649,0.084782,0.0,3.214,2.426
2038,87.0,0.393204,0.634661,0.0,0.0,0.146776,0.120903,0.0,0.0,0.0,0.057713,0.076732,0.0,3.558,2.598
2038,88.0,0.334082,0.553132,0.0,0.0,0.15209,0.127166,0.0,0.0,0.0,0.050811,0.07034,0.0,4.014,2.835
2038,89.0,0.281805,0.478153,0.0,0.0,0.157332,0.133558,0.0,0.0,0.0,0.044337,0.063861,0.0,4.391,3.017
2038,90.0,0.245965,0.424526,0.0,0.0,0.162431,0.140027,0.0,0.0,0.0,0.039952,0.059445,0.0,5.049,3.371
2038,91.0,0.206679,0.363448,0.0,0.0,0.196881,0.172099,0.0,0.0,0.0,0.040691,0.062549,0.0,7.522,4.818
2038,92.0,0.128829,0.23428,0.0,0.0,0.230781,0.204593,0.0,0.0,0.0,0.029731,0.047932,0.0,8.661,5.203
2038,93.0,0.100258,0.188677,0.0,0.0,0.264022,0.23743,0.0,0.0,0.0,0.02647,0.044798,0.0,10.72,6.186
2038,94.0,0.075535,0.146537,0.0,0.0,0.296526,0.270553,0.0,0.0,0.0,0.022398,0.039646,0.0,13.809,7.606
2038,95.0,0.054789,0.109952,0.0,0.0,0.071016,0.070816,0.0,0.0,0.0,0.003891,0.007786,0.0,21.322,11.175
2038,96.0,0.045956,0.092293,0.0,0.0,0.076445,0.076205,0.0,0.0,0.0,0.003513,0.007033,0.0,23.885,12.398
2038,97.0,0.040443,0.081389,0.0,0.0,0.08275,0.082501,0.0,0.0,0.0,0.003347,0.006715,0.0,26.438,13.623
2038,98.0,0.036097,0.07283,0.0,0.0,0.09024,0.089919,0.0,0.0,0.0,0.003257,0.006549,0.0,28.391,14.712
2038,99.0,0.033201,0.066367,0.0,0.0,0.099191,0.098793,0.0,0.0,0.0,0.003293,0.006557,0.0,31.273,16.17
2038,100.0,0.029761,0.059434,0.0,0.0,0.110113,0.109634,0.0,0.0,0.0,0.003277,0.006516,0.0,35.352,18.179
2038,101.0,0.025922,0.051888,0.0,0.0,0.123705,0.123134,0.0,0.0,0.0,0.003207,0.006389,0.0,38.695,19.835
2038,102.0,0.023233,0.046503,0.0,0.0,0.141206,0.14041,0.0,0.0,0.0,0.003281,0.006529,0.0,42.865,21.864
2038,103.0,0.0205,0.041143,0.0,0.0,0.164424,0.163363,0.0,0.0,0.0,0.003371,0.006721,0.0,51.574,26.233
2038,104.0,0.016534,0.033205,0.0,0.0,0.196779,0.195261,0.0,0.0,0.0,0.003254,0.006484,0.0,58.566,29.377
2038,105.0,0.013942,0.028303,0.0,0.0,0.244987,0.242613,0.0,0.0,0.0,0.003416,0.006867,0.0,71.004,35.235
2038,106.0,0.010782,0.022104,0.0,0.0,0.324394,0.320364,0.0,0.0,0.0,0.003498,0.007081,0.0,91.234,44.092
2038,107.0,0.007485,0.015755,0.0,0.0,0.48028,0.471375,0.0,0.0,0.0,0.003595,0.007427,0.0,135.597,63.212
2038,108.0,0.003862,0.008494,0.0,0.0,0.924113,0.891606,0.0,0.0,0.0,0.003569,0.007573,0.0,272.566,120.792
2038,109.0,0.000279,0.000905,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.000279,0.000905,0.0,3522.109,1052.476
2039,0.0,1.647927,1.699636,0.0,0.0,0.003049,0.002541,0.0,0.0,0.0,0.005025,0.004319,0.0,1.591,1.572
2039,1.0,1.658805,1.713234,0.0,0.0,0.002531,0.001978,0.0,0.0,0.0,0.004198,0.003389,0.0,1.588,1.57
2039,2.0,1.670478,1.724742,0.0,0.0,0.001976,0.001453,0.0,0.0,0.0,0.003301,0.002506,0.0,1.586,1.567
2039,3.0,1.680053,1.736124,0.0,0.0,0.001388,0.000964,0.0,0.0,0.0,0.002332,0.001674,0.0,1.587,1.566
2039,4.0,1.686613,1.74534,0.0,0.0,0.000769,0.000506,0.0,0.0,0.0,0.001297,0.000883,0.0,1.585,1.561
2039,5.0,1.694194,1.758337,0.0,0.0,0.000122,7.7e-05,0.0,0.0,0.0,0.000207,0.000135,0.0,1.58,1.563
2039,6.0,1.70486,1.764149,0.0,0.0,0.00015,8.9e-05,0.0,0.0,0.0,0.000256,0.000157,0.0,1.58,1.564
2039,7.0,1.711531,1.76696,0.0,0.0,0.000177,0.000101,0.0,0.0,0.0,0.000303,0.000178,0.0,1.583,1.562
2039,8.0,1.712203,1.770734,0.0,0.0,0.000206,0.000112,0.0,0.0,0.0,0.000353,0.000198,0.0,1.579,1.559
2039,9.0,1.71681,1.776483,0.0,0.0,0.000235,0.000122,0.0,0.0,0.0,0.000403,0.000217,0.0,1.586,1.561
2039,10.0,1.712444,1.778264,0.00019603777296590692,0.97,0.000265,0.000132,0.000349,0.0,0.0,0.000454,0.000235,0.0,1.582,1.567
2039,11.0,1.713978,1.77307,0.00044990668895675636,0.97,0.000374,0.000182,0.000798,0.0,0.0,0.000641,0.000323,0.0,1.586,1.564
2039,12.0,1.710375,1.772752,0.000703775604947606,0.97,0.000485,0.000229,0.001248,0.001,0.001,0.00083,0.000406,0.0,1.586,1.566
2039,13.0,1.707586,1.770378,0.0009586247098032848,0.97,0.000598,0.000275,0.001697,0.001,0.001,0.001021,0.000487,0.0,1.591,1.57
2039,14.0,1.700646,1.763961,0.0012124936257941344,0.97,0.000712,0.000319,0.002139,0.001,0.001,0.001211,0.000563,0.0,1.59,1.572
2039,15.0,1.697487,1.757471,0.0014663625417849835,0.97,0.000827,0.000361,0.002577,0.001,0.001,0.001404,0.000634,0.0,1.597,1.576
2039,16.0,1.688213,1.748922,0.013455052547515021,0.97,0.000972,0.000414,0.023532,0.012,0.012,0.001641,0.000724,0.0,1.599,1.575
2039,17.0,1.679696,1.744259,0.025442762364380235,0.97,0.001118,0.000465,0.044379,0.022,0.023,0.001878,0.000811,0.0,1.602,1.581
2039,18.0,1.68924,1.753202,0.03743047218124544,0.97,0.001271,0.000517,0.065623,0.032,0.033,0.002147,0.000906,0.037037,1.53,1.623
2039,19.0,1.7735210000000001,1.713773,0.04941818199811066,0.97,0.001424,0.000566,0.084692,0.042,0.043,0.002525,0.00097,0.037037,1.528,1.545
2039,20.0,1.830866,1.774019,0.061406872003840686,0.97,0.001573,0.000612,0.108937,0.054,0.055,0.00288,0.001086,0.037037,1.484,1.503
2039,21.0,1.9237170000000001,1.862592,0.06672537678440574,0.97,0.001651,0.000653,0.124282,0.061,0.063,0.003176,0.001216,0.037037,1.468,1.486
2039,22.0,2.007311,1.943548,0.07204486175383563,0.97,0.001727,0.000695,0.140023,0.069,0.071,0.003467,0.001351,0.037037,1.45,1.468
2039,23.0,2.089222,2.022061,0.07736434672326549,0.97,0.001803,0.000738,0.156435,0.077,0.079,0.003767,0.001492,0.037037,1.459,1.475
2039,24.0,2.132304,2.066233,0.08268383169269539,0.97,0.00188,0.000783,0.170844,0.084,0.087,0.004009,0.001618,0.037037,1.469,1.486
2039,25.0,2.1461059999999996,2.0798699999999997,0.08800331666212528,0.97,0.001956,0.000829,0.183035,0.09,0.093,0.004198,0.001724,0.037037,1.451,1.464
2039,26.0,2.1829129999999997,2.1199899999999996,0.08894135740576713,0.97,0.002061,0.000888,0.188555,0.093,0.096,0.004499,0.001883,0.037037,1.45,1.468
2039,27.0,2.2089779999999997,2.141429,0.08988037833827385,0.97,0.002163,0.000949,0.192472,0.095,0.098,0.004778,0.002032,0.037037,1.432,1.446
2039,28.0,2.2543249999999997,2.189281,0.09081939927078056,0.97,0.002264,0.001011,0.198829,0.098,0.101,0.005104,0.002213,0.037037,1.411,1.424
2039,29.0,2.319423,2.2553099999999997,0.09175744001442242,0.97,0.002363,0.001074,0.206941,0.102,0.105,0.005481,0.002422,0.037037,1.404,1.416
2039,30.0,2.377278,2.3145149999999997,0.09269646094692911,0.97,0.00246,0.001139,0.214547,0.106,0.109,0.005848,0.002636,0.037037,1.391,1.401
2039,31.0,2.4402209999999998,2.382119,0.08426781689825992,0.97,0.002556,0.001207,0.200736,0.099,0.102,0.006237,0.002875,0.037037,1.409,1.423
2039,32.0,2.453293,2.3926849999999997,0.07583917284959077,0.97,0.002648,0.001276,0.181459,0.089,0.092,0.006496,0.003053,0.037037,1.43,1.442
2039,33.0,2.4272579999999997,2.368051,0.0674105288009216,0.97,0.002738,0.001346,0.159632,0.079,0.081,0.006646,0.003187,0.037037,1.41,1.422
2039,34.0,2.4433559999999996,2.3833349999999998,0.058981884752252425,0.97,0.002826,0.001418,0.140574,0.069,0.071,0.006905,0.00338,0.037037,1.399,1.411
2039,35.0,2.472365,2.412406,0.05055324070358326,0.97,0.002912,0.001493,0.121955,0.06,0.062,0.0072,0.003602,0.037037,1.416,1.426
2039,36.0,2.463514,2.407532,0.04274995715067532,0.97,0.00305,0.001598,0.102922,0.051,0.052,0.007514,0.003847,0.037037,1.388,1.376
2039,37.0,2.506694,2.4911909999999997,0.03494667359776741,0.97,0.003185,0.001707,0.087059,0.043,0.044,0.007984,0.004252,0.037037,1.338,1.332
2039,38.0,2.6315549999999996,2.635194,0.027144370233724305,0.97,0.003316,0.001818,0.071531,0.035,0.036,0.008726,0.004791,0.037037,1.405,1.414
2039,39.0,2.595299,2.5851029999999997,0.019341086680816372,0.97,0.003442,0.001932,0.049999,0.025,0.025,0.008933,0.004994,0.037037,1.422,1.427
2039,40.0,2.53794,2.526189,0.011537803127908452,0.97,0.003566,0.002049,0.029147,0.014,0.015,0.00905,0.005176,0.037037,1.444,1.451
2039,41.0,2.459265,2.444047,0.009406872535769042,0.97,0.003822,0.002197,0.022991,0.011,0.012,0.009399,0.00537,0.037037,1.438,1.443
2039,42.0,2.415361,2.399981,0.007274961754764806,0.97,0.004079,0.002344,0.01746,0.009,0.009,0.009852,0.005626,0.037037,1.416,1.417
2039,43.0,2.4199119999999996,2.412171,0.005143050973760568,0.97,0.004334,0.002491,0.012406,0.006,0.006,0.010488,0.006009,0.037037,1.418,1.413
2039,44.0,2.420267,2.427234,0.0030121203816211605,0.97,0.00459,0.002638,0.007311,0.004,0.004,0.011109,0.006403,0.037037,1.415,1.407
2039,45.0,2.406808,2.429608,0.0008802096006169218,0.97,0.004843,0.002783,0.002139,0.001,0.001,0.011656,0.006762,0.0,1.404,1.394
2039,46.0,2.415429,2.452661,0.000703775604947606,0.776,0.005279,0.003034,0.001726,0.001,0.001,0.012751,0.007441,0.0,1.406,1.394
2039,47.0,2.416383,2.470036,0.000528321798143119,0.582,0.005716,0.003285,0.001305,0.0,0.001,0.013812,0.008114,0.0,1.391,1.382
2039,48.0,2.441875,2.503335,0.000351887802473803,0.388,0.006149,0.003534,0.000881,0.0,0.001,0.015015,0.008847,0.0,1.421,1.407
2039,49.0,2.408061,2.480518,0.00017643399566931624,0.194,0.00658,0.003782,0.000438,0.0,0.0,0.015845,0.009381,0.0,1.459,1.442
2039,50.0,2.32118,2.40528,0.0,0.0,0.007013,0.00403,0.0,0.0,0.0,0.016278,0.009693,0.0,1.456,1.44
2039,51.0,2.264525,2.355829,0.0,0.0,0.007732,0.004444,0.0,0.0,0.0,0.017509,0.010469,0.0,1.463,1.446
2039,52.0,2.214521,2.310843,0.0,0.0,0.00845,0.004856,0.0,0.0,0.0,0.018713,0.011221,0.0,1.443,1.427
2039,53.0,2.209261,2.309613,0.0,0.0,0.009169,0.005269,0.0,0.0,0.0,0.020257,0.012169,0.0,1.479,1.458
2039,54.0,2.150389,2.257372,0.0,0.0,0.009887,0.005682,0.0,0.0,0.0,0.021261,0.012826,0.0,1.498,1.473
2039,55.0,2.082198,2.199242,0.0,0.0,0.01061,0.006098,0.0,0.0,0.0,0.022092,0.013411,0.0,1.473,1.442
2039,56.0,2.070543,2.205724,0.0,0.0,0.011634,0.006694,0.0,0.0,0.0,0.024089,0.014765,0.0,1.514,1.482
2039,57.0,2.004171,2.149298,0.0,0.0,0.012655,0.00729,0.0,0.0,0.0,0.025363,0.015668,0.0,1.498,1.469
2039,58.0,1.979973,2.128781,0.0,0.0,0.013678,0.007888,0.0,0.0,0.0,0.027082,0.016792,0.0,1.537,1.501
2039,59.0,1.912442,2.068275,0.0,0.0,0.014704,0.00849,0.0,0.0,0.0,0.028121,0.01756,0.0,1.605,1.56
2039,60.0,1.787515,1.949865,0.0,0.0,0.01573,0.009093,0.0,0.0,0.0,0.028118,0.01773,0.0,1.591,1.539
2039,61.0,1.724345,1.899248,0.0,0.0,0.016897,0.009881,0.0,0.0,0.0,0.029136,0.018766,0.0,1.626,1.573
2039,62.0,1.646698,1.82443,0.0,0.0,0.018051,0.010681,0.0,0.0,0.0,0.029725,0.019487,0.0,1.64,1.581
2039,63.0,1.584691,1.767027,0.0,0.0,0.019196,0.011495,0.0,0.0,0.0,0.03042,0.020312,0.0,1.612,1.555
2039,64.0,1.573105,1.758849,0.0,0.0,0.020326,0.012319,0.0,0.0,0.0,0.031975,0.021667,0.0,1.668,1.596
2039,65.0,1.511664,1.707261,0.0,0.0,0.021444,0.013156,0.0,0.0,0.0,0.032416,0.022461,0.0,1.609,1.531
2039,66.0,1.527592,1.745203,0.0,0.0,0.023427,0.014569,0.0,0.0,0.0,0.035787,0.025426,0.0,1.575,1.503
2039,67.0,1.567055,1.799292,0.0,0.0,0.025372,0.015997,0.0,0.0,0.0,0.039759,0.028783,0.0,1.528,1.46
2039,68.0,1.637017,1.886841,0.0,0.0,0.027291,0.01745,0.0,0.0,0.0,0.044676,0.032925,0.0,1.641,1.565
2039,69.0,1.56278,1.812834,0.0,0.0,0.029197,0.018935,0.0,0.0,0.0,0.045628,0.034326,0.0,1.688,1.594
2039,70.0,1.473897,1.73162,0.0,0.0,0.031068,0.020439,0.0,0.0,0.0,0.045791,0.035393,0.0,1.708,1.606
2039,71.0,1.403762,1.666522,0.0,0.0,0.034737,0.023189,0.0,0.0,0.0,0.048762,0.038645,0.0,1.682,1.573
2039,72.0,1.379273,1.656339,0.0,0.0,0.038336,0.025973,0.0,0.0,0.0,0.052876,0.04302,0.0,1.665,1.551
2039,73.0,1.373854,1.668258,0.0,0.0,0.041897,0.028815,0.0,0.0,0.0,0.05756,0.048071,0.0,1.641,1.517
2039,74.0,1.386306,1.708001,0.0,0.0,0.045452,0.03174,0.0,0.0,0.0,0.06301,0.054212,0.0,1.683,1.55
2039,75.0,1.353687,1.691179,0.0,0.0,0.048947,0.034714,0.0,0.0,0.0,0.066259,0.058708,0.0,1.722,1.58
2039,76.0,1.300088,1.644377,0.0,0.0,0.055164,0.039573,0.0,0.0,0.0,0.071718,0.065073,0.0,1.754,1.598
2039,77.0,1.239094,1.589674,0.0,0.0,0.061337,0.044512,0.0,0.0,0.0,0.076002,0.07076,0.0,1.771,1.597
2039,78.0,1.187056,1.549003,0.0,0.0,0.067467,0.049535,0.0,0.0,0.0,0.080087,0.07673,0.0,1.848,1.653
2039,79.0,1.103617,1.465414,0.0,0.0,0.073544,0.054639,0.0,0.0,0.0,0.081164,0.080069,0.0,1.918,1.693
2039,80.0,1.016166,1.376317,0.0,0.0,0.079561,0.05982,0.0,0.0,0.0,0.080847,0.082331,0.0,1.962,1.71
2039,81.0,0.945802,1.306446,0.0,0.0,0.090996,0.069251,0.0,0.0,0.0,0.086064,0.090473,0.0,2.088,1.793
2039,82.0,0.847096,1.197434,0.0,0.0,0.102362,0.078861,0.0,0.0,0.0,0.08671,0.094431,0.0,2.202,1.858
2039,83.0,0.753057,1.089412,0.0,0.0,0.113627,0.088633,0.0,0.0,0.0,0.085568,0.096558,0.0,2.342,1.935
2039,84.0,0.66337,0.984181,0.0,0.0,0.124745,0.098535,0.0,0.0,0.0,0.082752,0.096976,0.0,2.588,2.075
2039,85.0,0.562602,0.861911,0.0,0.0,0.135741,0.108593,0.0,0.0,0.0,0.076368,0.093598,0.0,2.809,2.193
2039,86.0,0.480845,0.75696,0.0,0.0,0.141294,0.114687,0.0,0.0,0.0,0.067941,0.086813,0.0,3.139,2.377
2039,87.0,0.405056,0.654466,0.0,0.0,0.146776,0.120903,0.0,0.0,0.0,0.059452,0.079127,0.0,3.573,2.607
2039,88.0,0.335491,0.557929,0.0,0.0,0.15209,0.127166,0.0,0.0,0.0,0.051025,0.07095,0.0,3.997,2.817
2039,89.0,0.283271,0.482792,0.0,0.0,0.157332,0.133558,0.0,0.0,0.0,0.044568,0.064481,0.0,4.554,3.101
2039,90.0,0.237468,0.414292,0.0,0.0,0.162431,0.140027,0.0,0.0,0.0,0.038572,0.058012,0.0,5.031,3.331
2039,91.0,0.206013,0.365081,0.0,0.0,0.196881,0.172099,0.0,0.0,0.0,0.04056,0.06283,0.0,5.835,3.756
2039,92.0,0.165988,0.300899,0.0,0.0,0.230781,0.204593,0.0,0.0,0.0,0.038307,0.061562,0.0,9.051,5.553
2039,93.0,0.099098,0.186348,0.0,0.0,0.264022,0.23743,0.0,0.0,0.0,0.026164,0.044245,0.0,10.963,6.288
2039,94.0,0.073788,0.143879,0.0,0.0,0.296526,0.270553,0.0,0.0,0.0,0.02188,0.038927,0.0,14.216,7.806
2039,95.0,0.053137,0.106891,0.0,0.0,0.071016,0.070816,0.0,0.0,0.0,0.003774,0.00757,0.0,19.222,10.067
2039,96.0,0.050898,0.102166,0.0,0.0,0.076445,0.076205,0.0,0.0,0.0,0.003891,0.007786,0.0,22.867,11.942
2039,97.0,0.042443,0.08526,0.0,0.0,0.08275,0.082501,0.0,0.0,0.0,0.003512,0.007034,0.0,25.776,13.334
2039,98.0,0.037096,0.074674,0.0,0.0,0.09024,0.089919,0.0,0.0,0.0,0.003348,0.006715,0.0,28.731,14.756
2039,99.0,0.03284,0.066281,0.0,0.0,0.099191,0.098793,0.0,0.0,0.0,0.003257,0.006548,0.0,31.109,16.066
2039,100.0,0.029908,0.05981,0.0,0.0,0.110113,0.109634,0.0,0.0,0.0,0.003293,0.006557,0.0,34.606,17.832
2039,101.0,0.026484,0.052918,0.0,0.0,0.123705,0.123134,0.0,0.0,0.0,0.003276,0.006516,0.0,39.599,20.292
2039,102.0,0.022715,0.045499,0.0,0.0,0.141206,0.14041,0.0,0.0,0.0,0.003207,0.006389,0.0,44.02,22.482
2039,103.0,0.019952,0.039974,0.0,0.0,0.164424,0.163363,0.0,0.0,0.0,0.003281,0.00653,0.0,49.754,25.277
2039,104.0,0.017129,0.034422,0.0,0.0,0.196779,0.195261,0.0,0.0,0.0,0.003371,0.006721,0.0,61.517,31.153
2039,105.0,0.01328,0.026721,0.0,0.0,0.244987,0.242613,0.0,0.0,0.0,0.003253,0.006483,0.0,72.678,36.276
2039,106.0,0.010526,0.021436,0.0,0.0,0.324394,0.320364,0.0,0.0,0.0,0.003415,0.006867,0.0,93.723,46.21
2039,107.0,0.007284,0.015023,0.0,0.0,0.48028,0.471375,0.0,0.0,0.0,0.003498,0.007081,0.0,134.574,64.425
2039,108.0,0.00389,0.008328,0.0,0.0,0.924113,0.891606,0.0,0.0,0.0,0.003595,0.007425,0.0,259.94,118.711
2039,109.0,0.000293,0.000921,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.000293,0.000921,0.0,3585.28,1105.99
2040,0.0,1.631975,1.682681,0.0,0.0,0.003049,0.002541,0.0,0.0,0.0,0.004976,0.004276,0.0,1.597,1.578
2040,1.0,1.642902,1.695317,0.0,0.0,0.002531,0.001978,0.0,0.0,0.0,0.004158,0.003353,0.0,1.593,1.573
2040,2.0,1.654607,1.709845,0.0,0.0,0.001976,0.001453,0.0,0.0,0.0,0.00327,0.002484,0.0,1.589,1.571
2040,3.0,1.667177,1.722236,0.0,0.0,0.001388,0.000964,0.0,0.0,0.0,0.002314,0.00166,0.0,1.588,1.568
2040,4.0,1.677721,1.73445,0.0,0.0,0.000769,0.000506,0.0,0.0,0.0,0.00129,0.000878,0.0,1.588,1.567
